"id","product_uid","product_title","search_term","relevance"
800,100138,"Philips 4 ft. T8 32-Watt Daylight (6500K) ALTO Linear Fluorescent Light Bulb (10-Pack)","t8 light",3
801,100138,"Philips 4 ft. T8 32-Watt Daylight (6500K) ALTO Linear Fluorescent Light Bulb (10-Pack)","violet flourescent light",1.67
811,100140,"Honda GCV190 21 in. Variable Speed Self-Propelled Walk-Behind Gas Mower","lawn mower- electic",2.33
812,100140,"Honda GCV190 21 in. Variable Speed Self-Propelled Walk-Behind Gas Mower","Lawnmowers",3
817,100141,"ClosetMaid 36 in. Laminated 2-Door Raised Panel Storage Cabinet in White","closetmade",2
818,100141,"ClosetMaid 36 in. Laminated 2-Door Raised Panel Storage Cabinet in White","closetmaid",2.67
819,100141,"ClosetMaid 36 in. Laminated 2-Door Raised Panel Storage Cabinet in White","closetmaid pantry",1.67
824,100141,"ClosetMaid 36 in. Laminated 2-Door Raised Panel Storage Cabinet in White","storage cabinets",3
826,100141,"ClosetMaid 36 in. Laminated 2-Door Raised Panel Storage Cabinet in White","white cabinet",3
828,100143,"Frigidaire 4.2 cu. ft. Gas Range in Stainless Steel","24 stainless gas range",2.33
831,100143,"Frigidaire 4.2 cu. ft. Gas Range in Stainless Steel","frigidaire gas range",3
832,100143,"Frigidaire 4.2 cu. ft. Gas Range in Stainless Steel","gas range",3
837,100143,"Frigidaire 4.2 cu. ft. Gas Range in Stainless Steel","stainless steel gas stove",3
843,100144,"Aquatic Gelcoat Repair Kit in White","fiberglass repair kit",2.75
844,100144,"Aquatic Gelcoat Repair Kit in White","fiberglass repir kit",2
847,100145,"32 sq. ft. Ultra True Bead Hardboard Paneling","4*8 beadboard paneling",2
852,100146,"Armstrong 12 in. x 12 in. Peel and Stick Slate Sand &amp; Sky Vinyl Tile (45 sq. ft. / case)","6x6 p sand tile",2
857,100146,"Armstrong 12 in. x 12 in. Peel and Stick Slate Sand &amp; Sky Vinyl Tile (45 sq. ft. / case)","vinyl tile peel and stick",3
862,100148,"Everbilt R-Value 6 Reflective Barrier Water Heater Blanket","water heater blanket",3
867,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","funnel 6 inch",1
868,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","greecianmarble floor tile",1.67
869,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","join compound wall tile",2
872,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","lunada bay tile 3' x 6' wall tile",2
876,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","Montagna rustic",2
878,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","montagnia contina floor tile",2.33
881,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","porcelain tile sealer",2
882,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","porcelin floor tile 6x24",2
885,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","tiles floor",2.67
886,100149,"MARAZZI Montagna Gunstock 6 in. x 24 in. Glazed Porcelain Floor and Wall Tile (14.53 sq. ft. / case)","towel rings that look like wood",1.67
893,100150,"4 in. x 4 in. x 4-1/2 ft. Pressure-Treated Pine Double V-Grooved Deck Post","4x4 deck post",2.33
894,100150,"4 in. x 4 in. x 4-1/2 ft. Pressure-Treated Pine Double V-Grooved Deck Post","4x4 lumber",3
895,100150,"4 in. x 4 in. x 4-1/2 ft. Pressure-Treated Pine Double V-Grooved Deck Post","4x4 lumber not treated",2.67
898,100150,"4 in. x 4 in. x 4-1/2 ft. Pressure-Treated Pine Double V-Grooved Deck Post","post",2.33
899,100150,"4 in. x 4 in. x 4-1/2 ft. Pressure-Treated Pine Double V-Grooved Deck Post","pressure treated posts for decks",2
902,100151,"Commercial Electric 7 in. White LED Easy Light Ceiling Flushmount Daylight","closet light fixture",3
908,100152,"Cub Cadet 42 in. and 46 in. LTX and XT1 Bagger","cub cadet 42",3
909,100152,"Cub Cadet 42 in. and 46 in. LTX and XT1 Bagger","cub cadet battery72517063",2
910,100152,"Cub Cadet 42 in. and 46 in. LTX and XT1 Bagger","cub cadet lawn mowers",2
912,100152,"Cub Cadet 42 in. and 46 in. LTX and XT1 Bagger","foof leaf broom",1
918,100152,"Cub Cadet 42 in. and 46 in. LTX and XT1 Bagger","lawn tractor",1
922,100153,"Leviton 15 Amp 3-Way Toggle Switch - White","3 way",2.67
923,100153,"Leviton 15 Amp 3-Way Toggle Switch - White","3 WAY TOGGLE SWITCH",3
928,100153,"Leviton 15 Amp 3-Way Toggle Switch - White","three wayy",2
929,100154,"Reddy Heater 26,000 - 30,000 BTU Infrared Dual-Fuel Wall Heater with Blower","dual wall ducts",1.33
934,100154,"Reddy Heater 26,000 - 30,000 BTU Infrared Dual-Fuel Wall Heater with Blower","incide wall heater",2.67
940,100155,"Backyard X-Scapes 1 in. D x 6 ft. H x 8 ft. L Stained Mahogany Rolled Bamboo Fence","6ft h bamboo fencing",3
944,100157,"Fiskars Bypass Lopper","hedge shears",3
954,100158,"KOHLER Memoirs Pedestal Combo Bathroom Sink with Classic Design in White","kohler retro pedestal sink combos",2.67
958,100158,"KOHLER Memoirs Pedestal Combo Bathroom Sink with Classic Design in White","pedestal sink combo",3
962,100158,"KOHLER Memoirs Pedestal Combo Bathroom Sink with Classic Design in White","toilet sink",3
963,100158,"KOHLER Memoirs Pedestal Combo Bathroom Sink with Classic Design in White","westminster pedistal combo",2.33
969,100160,"DEWALT 20-Volt Max Lithium-Ion Cordless Combo Kit (9-Tool)","dewalt combo kit",3
974,100161,"Aquasana Whole House Water Filtration System","omnifilter",2.33
978,100161,"Aquasana Whole House Water Filtration System","water softners",2.33
984,100163,"Avanti Pro 4 in. Turbo Diamond Blade","lenox diamond blades",2
991,100165,"CedarSafe Aromatic Eastern Red Cedar Closet Liner Tongue and Groove Planks, 35 sq. ft.","cedar plank",2.67
1000,100165,"CedarSafe Aromatic Eastern Red Cedar Closet Liner Tongue and Groove Planks, 35 sq. ft.","wooden planks",3
1001,100166,"Quikrete 10 oz. Liquid Cement Color - Charcoal","colosso",1
1004,100166,"Quikrete 10 oz. Liquid Cement Color - Charcoal","quikrete color",2.67
1007,100167,"Everbilt 3-1/2 in. x 5/8 in. Satin Nickel Radius Door Hinge (3 per Pack)","door hinge",3
1008,100167,"Everbilt 3-1/2 in. x 5/8 in. Satin Nickel Radius Door Hinge (3 per Pack)","exterior door hinges",3
1019,100170,"Dyna-Glo Pro 125,000 BTU Forced Air LP Gas Portable Heater","kerosene heater",1
1020,100170,"Dyna-Glo Pro 125,000 BTU Forced Air LP Gas Portable Heater","lp gas heaters",2.67
1022,100170,"Dyna-Glo Pro 125,000 BTU Forced Air LP Gas Portable Heater","portable air tank",1.67
1026,100170,"Dyna-Glo Pro 125,000 BTU Forced Air LP Gas Portable Heater","thin propane heater",2.33
1028,100171,"Sundstrom Safety P100 Particulate Filter","respirator",1.33
1031,100172,"Lithonia Lighting 4 ft. Integrated White LED Linear Lite Puff","KITCHEN  LIGHTING",2.67
1038,100173,"Haier BrewMaster Single Tap Beer Dispenser in Black-DISCONTINUED","beer keg dispenser",3
1040,100174,"Reflectix 24 in. x 100 ft. Double Reflective Insulation with Staple Tab","foil board",1.67
1051,100176,"Malibu Low Voltage 50-Watt Black Flood Light","malibu lights",3
1053,100177,"Hickory Hardware Studio 5 in. Satin Nickel Pull","satin nickel pull",3
1056,100178,"Miracle-Gro LiquaFeed 16 oz. All-Purpose Plant Food Refills (4-Pack)","miricale",2.33
1060,100179,"Paslode 3 in. x 0.120-Gauge 30å¡ Galvanized Ring Shank Paper Tape Framing Nails (2,000-Pack)","galvanized framing nails",2.67
1062,100179,"Paslode 3 in. x 0.120-Gauge 30å¡ Galvanized Ring Shank Paper Tape Framing Nails (2,000-Pack)","paslode framing nails",3
1065,100180,"Prime-Line Chrome Showcase Sliding Panel Keyed Lock","locks for sliding doors",3
1068,100180,"Prime-Line Chrome Showcase Sliding Panel Keyed Lock","sliding windos locks",2.33
1072,100181,"Crosley MDF Parsons Pantry Cabinet in White","pantry rack",2
1073,100181,"Crosley MDF Parsons Pantry Cabinet in White","storage cabinets",3
1074,100181,"Crosley MDF Parsons Pantry Cabinet in White","white pantry cabinets",2
1076,100182,"Sheetrock Firecode Core 5/8 in. x 4 ft. x 12 ft. Gypsum Board","sheetrock",3
1080,100184,"Bootz Industries Aloha 5 ft. Right Hand Drain Soaking Tub in White","bathrooms",2
1081,100184,"Bootz Industries Aloha 5 ft. Right Hand Drain Soaking Tub in White","bootz",2.67
1083,100184,"Bootz Industries Aloha 5 ft. Right Hand Drain Soaking Tub in White","main drain tub",1.67
1084,100184,"Bootz Industries Aloha 5 ft. Right Hand Drain Soaking Tub in White","porcelain",2.33
1086,100184,"Bootz Industries Aloha 5 ft. Right Hand Drain Soaking Tub in White","tub & tile spray on refinishing kit",2.33
1090,100185,"Rubbermaid 68 in. Utility Single Track Upright","shelf track",2.67
1095,100188,"14 in. Vinyl Coated Scroll Top Border","chicken wire",2.67
1097,100189,"Prepac Elite 32 in. Wood Laminate Cabinet in White","cabinet closet  $100",2.33
1098,100189,"Prepac Elite 32 in. Wood Laminate Cabinet in White","cabinets pantry",2.33
1101,100189,"Prepac Elite 32 in. Wood Laminate Cabinet in White","closetmaid pantry",1.67
1103,100189,"Prepac Elite 32 in. Wood Laminate Cabinet in White","in stock white cabinets",2.67
1104,100189,"Prepac Elite 32 in. Wood Laminate Cabinet in White","kitchen cupboards hinges",1.33
1107,100189,"Prepac Elite 32 in. Wood Laminate Cabinet in White","storage cabinets",3
1108,100189,"Prepac Elite 32 in. Wood Laminate Cabinet in White","wardrobe closet material",1.33
1116,100191,"Fiskars 54 in. EZ Reach Stik Tree Pruner","tree pruner",3
1121,100193,"Main Door 36 in. x 80 in. Rustic Mahogany Type Prefinished Distressed Solid Wood Speakeasy Prehung Front Door","80 x 36 solid wood",3
1128,100193,"Main Door 36 in. x 80 in. Rustic Mahogany Type Prefinished Distressed Solid Wood Speakeasy Prehung Front Door","front door",3
1129,100193,"Main Door 36 in. x 80 in. Rustic Mahogany Type Prefinished Distressed Solid Wood Speakeasy Prehung Front Door","front doors",3
1132,100193,"Main Door 36 in. x 80 in. Rustic Mahogany Type Prefinished Distressed Solid Wood Speakeasy Prehung Front Door","louvre door 36 inch",2.33
1134,100193,"Main Door 36 in. x 80 in. Rustic Mahogany Type Prefinished Distressed Solid Wood Speakeasy Prehung Front Door","prehung solid core wooden entry door",3
1135,100193,"Main Door 36 in. x 80 in. Rustic Mahogany Type Prefinished Distressed Solid Wood Speakeasy Prehung Front Door","rustic door 42x80",2
1138,100194,"DEWALT 20-Volt 3Ah Max Lithium-Ion Battery (2-Pack)","20v dewalt kombo",1.67
1142,100194,"DEWALT 20-Volt 3Ah Max Lithium-Ion Battery (2-Pack)","dewalt 20v",3
1145,100194,"DEWALT 20-Volt 3Ah Max Lithium-Ion Battery (2-Pack)","dewalt 7.2volt battery",2
1146,100194,"DEWALT 20-Volt 3Ah Max Lithium-Ion Battery (2-Pack)","dewalt battery chargers",2.67
1148,100194,"DEWALT 20-Volt 3Ah Max Lithium-Ion Battery (2-Pack)","DEWALT VACCUM",1.67
1151,100194,"DEWALT 20-Volt 3Ah Max Lithium-Ion Battery (2-Pack)","lithium 20 dewalt",3
1155,100195,"MD Hobby and Craft 12 in. x 12 in. Galvanized Steel Sheet with Magnetic Surface","sheet metal",3
1159,100196,"Rheem Performance 10 Gal. 6 Year 2000-Watt Single Element Electric Point-Of-Use Water Heater","element for hot wa",2
1164,100196,"Rheem Performance 10 Gal. 6 Year 2000-Watt Single Element Electric Point-Of-Use Water Heater","water heather",3
1165,100197,"Toro 225 mph 390 CFM Electric Super Leaf Blower with Vacuum Shredder","aspiradora",1.33
1168,100197,"Toro 225 mph 390 CFM Electric Super Leaf Blower with Vacuum Shredder","leaf blower batte",2.67
1171,100197,"Toro 225 mph 390 CFM Electric Super Leaf Blower with Vacuum Shredder","riobi blower vac 9056",1.67
1172,100197,"Toro 225 mph 390 CFM Electric Super Leaf Blower with Vacuum Shredder","shredder",2.33
1176,100197,"Toro 225 mph 390 CFM Electric Super Leaf Blower with Vacuum Shredder","yard blowers in stock",2
1177,100197,"Toro 225 mph 390 CFM Electric Super Leaf Blower with Vacuum Shredder","yardman leaf vac",2.33
1180,100200,"Flowtron 21 in. 5-Amp Electronic Leaf-Eater/Ultimate Mulcher","chipper",2
1185,100201,"Cooper Bussmann GMA 5 Amp Glass Tube Fuse","Fuses",3
1191,100203,"MS International Chiaro Brick 12 in. x 12 in. x 10 mm Tumbled Travertine Mesh-Mounted Mosaic Tile","mosaic  tiles",2.33
1192,100203,"MS International Chiaro Brick 12 in. x 12 in. x 10 mm Tumbled Travertine Mesh-Mounted Mosaic Tile","mosaic tile backsplash",2.67
1195,100203,"MS International Chiaro Brick 12 in. x 12 in. x 10 mm Tumbled Travertine Mesh-Mounted Mosaic Tile","tile backsplash",3
1196,100203,"MS International Chiaro Brick 12 in. x 12 in. x 10 mm Tumbled Travertine Mesh-Mounted Mosaic Tile","travertine tiles",3
1205,100208,"1/2 in. Brass CSST x MIPT Termination Flange","gas tubing",1.67
1206,100208,"1/2 in. Brass CSST x MIPT Termination Flange","home-flex",1.33
1208,100209,"Liberty 3-3/4 in. Steel Bar Pull (25-Pack)","bathroom hardware knobs and pulls",2.67
1212,100209,"Liberty 3-3/4 in. Steel Bar Pull (25-Pack)","DRAWEER PULLS",3
1215,100209,"Liberty 3-3/4 in. Steel Bar Pull (25-Pack)","knob",2.33
1216,100209,"Liberty 3-3/4 in. Steel Bar Pull (25-Pack)","knobs for cabinet",3
1218,100210,"PC Products 50ml PC-Clear Liquid Epoxy Cartridge","fiberglass epoxy",2.33
1220,100210,"PC Products 50ml PC-Clear Liquid Epoxy Cartridge","fiberglass repair kit",1.75
1224,100211,"Malibu Low Voltage Black Tier Light","malibu lights",3
1227,100212,"WM 356 11/16 in. x 2-1/4 in. x 84 in. Pine Pre-Mitered Casing Set (3-Piece)","door trim",2.33
1228,100213,"Beautyscapes Red Rubber Mulch","bagged cinder mulch",2.33
1230,100213,"Beautyscapes Red Rubber Mulch","red cypress mulch",2.33
1231,100213,"Beautyscapes Red Rubber Mulch","red mulch",2.67
1237,100216,"Wired Door Bell Contractor Kit","door bell",3
1238,100216,"Wired Door Bell Contractor Kit","door bell chime",2.33
1243,100217,"Sigman 11 ft. 6 in. x 14 ft. 6 in., 8 oz. Canvas Drop Cloth","canvas drop cloth",3
1248,100218,"Sun Joe 14 in. 12 Amp Lawn Electric Mower","bentgrass lawn mower",2.33
1252,100218,"Sun Joe 14 in. 12 Amp Lawn Electric Mower","electric mower",3
1253,100218,"Sun Joe 14 in. 12 Amp Lawn Electric Mower","kobalt electric mower corded",2
1257,100218,"Sun Joe 14 in. 12 Amp Lawn Electric Mower","Lawnmowers",3
1266,100221,"Everbilt 3-1/2 in. x 3-1/2 in. Satin Nickel Square Corner Door Hinge","hindges",2.33
1267,100222,"JET 12 in. x 21 in. Variable Speed Woodworking Lathe","lathe",3
1273,100224,"House of Fara 7/8 in. x 2-1/2 in. x 8 ft. Hardwood Chair Rail Moulding","chair molding",2.67
1275,100224,"House of Fara 7/8 in. x 2-1/2 in. x 8 ft. Hardwood Chair Rail Moulding","chair rail hieght",3
1276,100224,"House of Fara 7/8 in. x 2-1/2 in. x 8 ft. Hardwood Chair Rail Moulding","chair rail moulding",3
1279,100225,"Medium Density Fiberboard (Common: 1/4 in. x 2 ft. x 4 ft.; Actual: 0.216 in. x 23.75 in. x 47.75 in.)","2x4 board",2.67
1287,100227,"Adjust-A-Gate 2 Rail Gate Frame Kit","fence gates",2.67
1289,100227,"Adjust-A-Gate 2 Rail Gate Frame Kit","gate frame block",2.67
1291,100227,"Adjust-A-Gate 2 Rail Gate Frame Kit","wood fence gate0",2
1296,100228,"Wooster 9 in. Sherlock Roller Frame","roller",1.67
1300,100229,"Mission Split 8 in. x 4 in. x 1.63 in. Tumbled Clay Red Flash Paver","clab",2.67
1302,100229,"Mission Split 8 in. x 4 in. x 1.63 in. Tumbled Clay Red Flash Paver","paver stones",3
1303,100230,"Hampton Bay Andrews Patio Chaise Lounge","chaise",2.67
1316,100232,"Hampton Bay Hawkins 44 in. Tarnished Bronze Ceiling Fan","celling light",1
1317,100232,"Hampton Bay Hawkins 44 in. Tarnished Bronze Ceiling Fan","fan with remote",2.33
1320,100232,"Hampton Bay Hawkins 44 in. Tarnished Bronze Ceiling Fan","hampton ceiling fans",2.67
1323,100233,"Caravan Sports 9 ft. x 6 ft. Blue Sport Shelter","tent",2.75
1326,100235,"EZ Screen Room 8 ft. x 2 in. x 2 in. Bronze Screen Room Aluminum Extrusion with Spline Track","screen frame",2.67
1335,100237,"Owens Corning R-19 Kraft Faced Insulation Batts 23 in. x 93 in.","fiberglass insulation",2.67
1338,100237,"Owens Corning R-19 Kraft Faced Insulation Batts 23 in. x 93 in.","owens corning 7-3",2
1340,100237,"Owens Corning R-19 Kraft Faced Insulation Batts 23 in. x 93 in.","r19 insulation",3
1344,100239,"Rust-Oleum Specialty 1-qt. Biscuit Tub and Tile Refinishing Kit","fiberglass repair kit",1.67
1345,100239,"Rust-Oleum Specialty 1-qt. Biscuit Tub and Tile Refinishing Kit","fiberglass repir kit",2
1347,100239,"Rust-Oleum Specialty 1-qt. Biscuit Tub and Tile Refinishing Kit","rustoleum tile paint",2.67
1348,100239,"Rust-Oleum Specialty 1-qt. Biscuit Tub and Tile Refinishing Kit","rustollum epoxy",2.67
1349,100239,"Rust-Oleum Specialty 1-qt. Biscuit Tub and Tile Refinishing Kit","tub repair kit procelian",2.67
1355,100241,"DEWALT DS 150 Tough System Storage Unit","dewalr tools",1.67
1356,100241,"DEWALT DS 150 Tough System Storage Unit","dewalt tool box",3
1357,100241,"DEWALT DS 150 Tough System Storage Unit","dewalt tough system bin",3
1359,100242,"Werner Job Bucket","werner ladder",1.67
1364,100245,"Hearth &amp; Garden Polyester Offset Patio Umbrella Cover with PVC Coating","patio furniture covers",1.67
1366,100246,"Henry 3.30 Gal. 208 Wet Patch Roof Cement","5gallon roof patch",2.33
1377,100248,"Backer-On 1-1/4 in. Zinc-Plated Steel Flat-Head Square Cement Board Screws (200-Pack)","1/4 WonderBoard",1.33
1387,100248,"Backer-On 1-1/4 in. Zinc-Plated Steel Flat-Head Square Cement Board Screws (200-Pack)","tile backerboard",1.67
1388,100248,"Backer-On 1-1/4 in. Zinc-Plated Steel Flat-Head Square Cement Board Screws (200-Pack)","zinc plated flatbraces",1
1394,100249,"Hampton Bay Midili 44 in. Brushed Nickel Indoor Ceiling Fan","cieling",2.33
1395,100249,"Hampton Bay Midili 44 in. Brushed Nickel Indoor Ceiling Fan","control celing fan",1.67
1397,100249,"Hampton Bay Midili 44 in. Brushed Nickel Indoor Ceiling Fan","fans with remote",3
1399,100249,"Hampton Bay Midili 44 in. Brushed Nickel Indoor Ceiling Fan","Hampton Bay Ceiling Fan with remote",2.67
1401,100249,"Hampton Bay Midili 44 in. Brushed Nickel Indoor Ceiling Fan","hampton ceiling fans",3
1403,100249,"Hampton Bay Midili 44 in. Brushed Nickel Indoor Ceiling Fan","remote control ceiling fan replacement parts",2.33
