"product_uid","name","value"
224403,"Product Weight (lb.)","17"
224403,"Product Width (in.)","20 in"
224403,"Recommended bulb type","A"
224403,"Shade Diameter (in.)","20"
224403,"Shade Shape","Bell"
224403,"Switch Mechanism","Rotary"
224403,"Wattage (watts)","100"
224403,"Weather Resistant","Yes"
224404,"Braille Lettering","No"
224404,"Bullet01","Includes two green plastic zip ties"
224404,"Bullet02","Features a universally recognized symbol for eyewash"
224404,"Bullet03","Can be used with any competitor eyewash"
224404,"Bullet04","Indoor safety signs"
224404,"Color","Green and White"
224404,"Decorative","No"
224404,"Glow-In-The-Dark","No"
224404,"Holder Included","No"
224404,"Indoor/Outdoor","Indoor"
224404,"Language","English"
224404,"MFG Brand Name","Speakman"
224404,"Mounting type","Hardware required"
224404,"One-Sided/Two-Sided","One-sided"
224404,"Photoluminescent","No"
224404,"Pre-Lit","No"
224404,"Printed on Both Sides","No"
224404,"Product Depth (in.)","12.5"
224404,"Product Height (in.)","12.5"
224404,"Product Width (in.)","9.375"
224404,"Reflective","No"
224404,"Sign Material","Plastic"
224404,"Sign Type","Safety and Facility Sign"
224404,"UV Resistant","No"
224405,"Bullet01","Vista"
224405,"Bullet02","Stub 500 mm"
224405,"Bullet03","1 year warranty"
224405,"Bullet04","Black color"
224405,"Cable Type","Telephone Wire"
224405,"Certifications and Listings","No Certifications or Listings"
224405,"Color Family","Black"
224405,"Cord Length (ft.)","3"
224405,"Electrical Product Type","Telephone Cord"
224405,"Electronics Features","No Additional Features"
224405,"MFG Brand Name","Plantronics"
224405,"Product Depth (in.)","4"
224405,"Product Height (in.)","4"
224405,"Product Length (ft.)","0.333"
224405,"Product Width (in.)","1"
224406,"Adjustable hanging length","Yes"
224406,"Adjustable Lamp Head","No"
224406,"Bulb Type Included","Incandescent,No Bulbs Included"
224406,"Bullet01","Textured black"
224406,"Bullet02","Ecru diamond shade"
224406,"Bullet03","9-light chandelier"
224406,"Bullet04","Bulbs not included"
224406,"Bullet05","UL listed for safety"
224406,"Bullet06","Please allow 3 days for shipping"
224406,"Bullet07","Fixture is equipped with marbled glass"
224406,"Certifications and Listings","1-UL Listed"
224406,"Chandelier Type","Linear"
224406,"Chandelier/Pendant Type","Candle-Style"
224406,"Connection Type","Hardwired"
224406,"ENERGY STAR Certified","No"
224406,"Fixture Color/Finish","Textured Black"
224406,"Fixture Color/Finish Family","Black"
224406,"Hardware Included","Yes"
224406,"Hardwired or Plug-In","Hardwired"
224406,"Included","Hardware Included"
224406,"Light Direction","Ambient"
224406,"Light Source","Incandescent"
224406,"Maximum Bulb Wattage","60.0 W"
224406,"Maximum Hanging Length (in.)","48"
224406,"Maximum Wattage (watts)","540"
224406,"MFG Brand Name","Glomar"
224406,"Number of Bulbs Required","9"
224406,"Number of Tiers","2"
224406,"Product Depth (in.)","34"
224406,"Product Height (in.)","33"
224406,"Product Weight (lb.)","34"
224406,"Product Width (in.)","34"
224406,"Recommended bulb type","A"
224406,"Shade Color Family","Beige/Bisque"
224406,"Shade Diameter (in.)","5.25"
224406,"Shade Material","Fabric"
224406,"Wattage (watts)","60"
224407,"Application Type","Dummy"
224407,"Assembled Depth (in.)","2.5625 in"
224407,"Assembled Height (in.)","2.625 in"
224407,"Assembled Width (in.)","4.15625 in"
224407,"Bullet01","Designer style and superior security with this Kwikset Signature Series product"
224407,"Bullet02","For use on interior doors where a push/pull function is required"
224407,"Bullet03","Fully reversible lever, can be installed on both right handed and left handed doors"
224407,"Bullet04","Easily installs in minutes with just a screwdriver"
224407,"Bullet05","Lifetime mechanical and finish warranty"
224407,"Certifications and Listings","ADA Compliant"
224407,"Commercial/Residential","Residential"
224407,"Cross bore diameter (in.)","0"
224407,"Door Handing","Universal/Reversible"
224407,"Door Locks & Knobs Product Type","Levers"
224407,"Finish","Satin Nickel"
224407,"Hardware Finish Family","Nickel"
224407,"Hardware Included","Yes"
224407,"Interior/Exterior","Interior"
224407,"Lever grip length (in.)","4.15625"
224407,"Lever housing height (in.)","2.625"
224407,"Lever housing width (in.)","2.625"
224407,"Lever material","Metal"
224407,"Lever style","Straight"
224407,"Lock Type","Unkeyed"
224407,"Material","Metal"
224407,"Maximum door thickness (in.)","0"
224407,"MFG Brand Name","Kwikset"
224407,"Minimum door thickness (in.)","0"
224407,"Product Weight (lb.)","1"
224407,"Projection (in.)","2.5625"
224407,"Security/ANSI Grade","N/A"
224408,"Actual inside diameter (in.)","0.622"
224408,"Actual outside diameter (in.)","0.682"
224408,"Bullet01","Flexible construction installs with ease in uneven terrain"
224408,"Bullet02","Strong construction helps withstand weather and human elements"
224408,"Bullet03","Compliant with NSF 14/61 specifications"
224408,"Bullet04","Withstands weather and does not become brittle over time"
224408,"Certifications and Listings","NSF Listed"
224408,"Coiled","Yes"
224408,"Material","Polyethylene"
224408,"Maximum working pressure (psi)","125"
224408,"Maximum Working Temperature (F)","80"
224408,"MFG Brand Name","Advanced Drainage Systems"
224408,"Minimum working temperature (F)","-50"
224408,"Pipe & Tubing Product Type","Polyethylene"
224408,"Pipe or Fitting Product Type","Pipe & Tubing"
224408,"Pipe Size","1/2"""
224408,"Product Depth (in.)","5"
224408,"Product Height (in.)","50"
224408,"Product Length (ft.)","100.0 ft"
224408,"Product Weight (lb.)","32"
224408,"Product Width (in.)","50"
224408,"Rating","Water"
224408,"Recommended function","Water Supply"
224408,"Wrapped","No"
224409,"Built-In DVD Player","No"
224409,"Bullet01","Spectacular picture with Full HD 1080p resolution"
224409,"Bullet02","Brillian motion rate 120 for superb motion clarity"
224409,"Bullet03","3 HDMI inputs for the best picture and sound quality"
224409,"Bullet04","DTS TruSurround technology for immersive surround sound"
224409,"Bullet05","PC input for use as a PC monitor (via VGA or HDMI)"
224409,"Bullet06","JPEG photo viewer to share your photos on-screen"
224409,"Bullet07","Energy star certified for lower energy use"
224409,"Depth with Stand (In.)","10.7"
224409,"Display Technology","LED"
224409,"Electronics Features","Slim frame,Slim profile"
224409,"ENERGY STAR Certified","Yes"
224409,"HDMI Inputs","3"
224409,"Height with Stand (In.)","28.3"
224409,"Input Type","Component,Composite,HDMI"
224409,"MFG Brand Name","Magnavox"
224409,"PC / DVI Input","Yes"
224409,"Screen Refresh Rate (Hz)","120"
224409,"Screen Resolution","1080p"
224409,"Screen Size (In.)","50"
224409,"USB Port","Yes"
224409,"Width with Stand (In.)","44.7"
224410,"Application","Wall Trim and Chair Rail"
224410,"Bullet01","Modeled after original historical patterns and designs"
224410,"Bullet02","Solid urethane for maximum durability and detail"
224410,"Bullet03","Lightweight for quick and easy installation"
224410,"Bullet04","Factory primed and ready for paint or faux finish"
224410,"Bullet05","Can be cut, drilled, glued or screwed"
224410,"Bullet06","Can be used on the interior or exterior"
224410,"Bullet07","7 in. W x 11 in. H x 3/4 in. P Hillsborough panel moulding corner, left"
224410,"Color Family","White"
224410,"Flexible","No"
224410,"Interior/Exterior","Interior/Exterior"
224410,"Kits","No"
224410,"Material","Polyurethane"
224410,"MFG Brand Name","Ekena Millwork"
224410,"Moisture Resistant","Yes"
224410,"Moulding Features","Moisture Resistant,Rot Resistant,Termite Resistant"
224410,"Moulding Type","Panel"
224410,"Paintable/Stainable","Yes"
224410,"Pattern Number","171887"
224410,"Prefinished","No"
224410,"Pro Pack","No"
224410,"Product Depth (in.)","0.75"
224410,"Product Height (in.)","11"
224410,"Product Length (in.)","11"
224410,"Product Width (in.)","7"
224410,"Rot Resistant","Yes"
224410,"Termite Resistant","Yes"
224411,"Application Method","Brush"
224411,"Bullet01","Crystal clear finish is ideal for use over light woods like maple, ash and birch as well as over Minwax Water Based Wood Stains"
224411,"Bullet02","Covers 500 sq. ft. of wood"
224411,"Bullet03","Semi-gloss finish"
224411,"Bullet04","Protects and adds beauty to interior wood surfaces including woodwork, furniture, doors and cabinets"
224411,"Bullet07","3 Hour dry time"
224411,"Bullet10","Actual paint colors may vary from on-screen and printer representations"
224411,"Bullet15","Easy water clean up"
224411,"Bullet17","Online Price includes Paint Care fee in the following states: CA, CO, CT, MN, OR, RI, VT"
224411,"Coating Product Category","Stain"
224411,"Container Size","1 GA-Gallon"
224411,"Coverage Area (sq. ft.)","500"
224411,"Dry to touch (min.)","120"
224411,"Interior/Exterior","Interior"
224411,"MFG Brand Name","Minwax"
224411,"Number of coats recommended","2"
224411,"Paint Product Type","Interior Paint/Stain"
224411,"Paint/Stain Base Material","Water"
224411,"Paint/Stain Clean Up","Soap & Water"
224411,"Paint/Stain Key Features","No additional features"
224411,"Paint/Stain/Waterproofer Product Type","Shellac, Lacquer & Polyurethane"
224411,"Sheen","Semi-Gloss"
224411,"Time before recoating (hours)","2"
224411,"Transparency","Transparent"
224412,"Additional Characteristics","Evergreen,Hummingbird/Butterfly Attractant"
224412,"Annual / Perennial","Perennial"
224412,"Blossom Color","Pink"
224412,"Botanical Name","Camellia sasanqua Pink Stella"
224412,"Bullet01","Part of the Southern Living Plant Collection"
224412,"Bullet02","Flowers can be cut and used in vases and floral arrangements"
224412,"Bullet03","Water twice per week until established, then water once per week"
224412,"Bullet04","Fertilize every spring with slow-release fertilizer"
224412,"Bullet05","Very low maintenance plant once established"
224412,"Evergreen or Deciduous","Evergreen"
224412,"Hardiness Zone","10,8,9"
224412,"Mature Height (in.)","72"
224412,"Mature Width (in.)","72"
224412,"MFG Brand Name","Southern Living Plant Collection"
224412,"Optimal Soil Condition","Neutral"
224412,"Shipped As","Container"
224412,"Sun Tolerance","Part Sun"
224413,"Appliance Type","Gas Range"
224413,"Broiler Burner Rating (BTU)","12500"
224413,"Broiler Location","Oven"
224413,"Bullet01","5.0 cu. ft. oven allow you to cook multiple dishes at once, perfect for large holiday gatherings and every day in between"
224413,"Bullet02","4 burner gas range includes 12,500 BTU burner for faster boiling of water"
224413,"Bullet03","The 5000 BTU Precise Simmer Burner delicate foods don’t burn with low, even heat"
224413,"Bullet04","Traditional thermal baking technology provides great baking results"
224413,"Bullet05","Healthy meals are hassle-free with in-oven broiling"
224413,"Bullet06","Electronic pads on the control panel are easy to operate with just a touch"
224413,"Bullet07","Control Lock disables the control panel to avoid unintended use or other changes to your cooking settings"
224413,"Bullet08","Self-Clean Oven cleans the oven cavity without the need for scrubbing"
224413,"Bullet09","Big View oven window provides better visibility of the oven interior, allowing you to monitor cooking progress without opening the door, keeping oven temperatures steady and undisturbed"
224413,"Bullet10","One-Piece Upswept Porcelain-Enamel cooktop surface is easy to clean and looks great"
224413,"Bullet11","4 extra-heavy steel grates"
224413,"Bullet12","Two oven racks can be figured in 6 positions to accommodate a variety of baking needs"
224413,"Bullet13","Comes with a one year limited manufacturer's warranty"
224413,"Burner Grate Material","Steel"
224413,"Burner No.1 BTU","12500"
224413,"Burner No.2 BTU","9500"
224413,"Burner No.3 BTU","5000"
224413,"Burner No.4 BTU","9500"
224413,"Burner No.5 BTU","0"
224413,"Burner No.6 BTU","0"
224413,"Capacity of Oven (cu. ft.)","5"
224413,"Certifications and Listings","ANSI Certified,CSA Listed"
224413,"Cleaning Type","Self Cleaning"
224413,"Color of Cooktop","Black"
224413,"Color/Finish","Black on Black"
224413,"Color/Finish Family","Black"
224413,"Control Type","Touch"
224413,"Convection","No"
224413,"Convection Type","None"
224413,"Cooktop Features","Built-In Timer,Control Lockout,Digital Display,LP Convertible,Sealed Burners"
224413,"Cooktop Surface Type","Recessed"
224413,"Downdraft Exhaust","No"
224413,"Fuel Type","Gas"
224413,"Ignition Type","Electrical"
224413,"Included Items","Propane (LP) Conversion Kit"
224413,"Item Package UOM","Pieces"
224413,"MFG Brand Name","GE"
224413,"Number of Burners","4"
224413,"Oven Cleaning Options","Self-Cleaning"
224413,"Oven Features","Broiler,Built-In Clock,Built-In Timer,Control Lockout,Interior Light,LP Convertible,Lower Storage Drawer,Oven Window"
224413,"Oven Racks","2"
224413,"Oven Settings","Sabbath Mode"
224413,"Product Depth (in.)","28.75"
224413,"Product Height (in.)","47.25"
224413,"Product Weight (lb.)","190"
224413,"Product Width (in.)","30"
224413,"Range Size","30 in."
224413,"Range Type","Freestanding"
224414,"Allowable Ampacities","20"
224414,"Bullet01","Insulation is tough heat and moisture resistant PVC"
224414,"Bullet02","Nylon jacket"
224414,"Bullet03","600 Volts"
224414,"Bullet04","75 degree Celsius heat capacity"
224414,"Bullet05","Gasoline, Oil, Moisture and Abrasion Resistant"
224414,"Bullet06","UL Listed"
224414,"Cable/Wire Type","SEU"
224414,"Certifications and Listings","1-UL Listed"
224414,"Commercial / Residential","Commercial / Residential"
224414,"Conductor Gauge","12"
224414,"Conductor Material","Copper"
224414,"Direct Burial","No"
224414,"Electrical Product Type","Service Entry Electrical Cable"
224414,"Flame Retardant","No"
224414,"Grounded","Yes"
224414,"Indoor/Outdoor","Outdoor"
224414,"Jacketed","Yes"
224414,"MFG Brand Name","Southwire"
224414,"Number of Conductors","3"
224414,"Outer Color","Black"
224414,"Product Depth (in.)","13.625"
224414,"Product Height (in.)","4.25"
224414,"Product Length (ft.)","150"
224414,"Product Width (in.)","13.625"
224414,"Shielded","No"
224414,"Stranded or Solid","Solid"
224414,"Sunlight / UV Resistant","No"
224414,"Voltage (volts)","600"
224414,"Wet Location Use","Yes"
224414,"Wire Cut Type","Pre-Cut Length"
224414,"Wire/Cable Length (ft.)","150"
224415,"Bullet01","Evolution controller the next generation of intuitive controllers featuring a multilingual, 2-line LCD text display with color-coded, backlit buttons"
224415,"Bullet02","Quiet-test Protector series diesel generator with quiet-test, a weekly self-test mode that runs at a lower RPM is quieter and consumes less fuel"
224415,"Bullet03","5-year limited warranty, we are proud of our innovative product design, high quality and first-class reliability so we stand behind them with a strong 5-year limited warranty"
224415,"Bullet04","Code ready the Protector series offers compatibility with a variety of environments, with external vent and fill, a UL/CUL 142-listed, double walled base tank, a UL/CUL 2,200-listed generator, and a wide range of code-driven accessories"
224415,"Bullet05","External viewing window for easy inspection of generator status and breaker position"
224415,"Bullet06","Removable doors for easy service and fuel fill access"
224415,"Bullet07","Isochronous governor electronic governor control for tight and precise load response and voltage (+/- 1%) and frequency regulation"
224415,"Bullet08","24/7 Generac customer care support 365 days a year; power outages do not always occur during normal working hours that is why we are standing by"
224415,"Bullet09","Please allow approximately 30 days for shipment."
224415,"CA (CARB) Compliant","Not CARB Compliant"
224415,"Certifications and Listings","1-UL Listed"
224415,"Color Family","Gray"
224415,"Commercial / Residential","Commercial / Residential"
224415,"Continuous Wattage","15000"
224415,"ENERGY STAR Certified","No"
224415,"Engine Displacement (cc)","2280"
224415,"Engine Make","OEM Branded"
224415,"Generator Features","Hour Meter,Low Oil Shutdown,Overload Protection"
224415,"MFG Brand Name","Generac"
224415,"Operational volume (dB)","70"
224415,"Product Depth (in.)","81"
224415,"Product Height (in.)","50"
224415,"Product Length (in.)","81"
224415,"Product Weight (lb.)","1455"
224415,"Product Width (in.)","31"
224415,"Remote Monitoring","Sold Separately"
224415,"Response time (sec.)","30"
224416,"Bullet01","Brass piping and tee construction for durability and code requirements"
224416,"Bullet02","Kohler finishes resist corrosion and tarnishing, exceeding industry durability standards over two times"
224416,"Bullet03","Toe-tap actuation means no internal linkages, reducing potential clogging"
224416,"Bullet04","Above- or through-the-floor installation options"
224416,"Bullet05","Copper corrugated neck makes drain easy to install on any bath slope"
224416,"Bullet06","Designed to work with 14 in. - 20 in. baths/whirlpools/bubble massage"
224416,"Color Family","Nickel"
224416,"Color/Finish","Vibrant Brushed Nickel"
224416,"Finish","Vibrant Brushed Nickel"
224416,"Material","Brass"
224416,"MFG Brand Name","KOHLER"
224416,"Plumbing Part Type","Tub Complete Drain Assembly"
224416,"Product Depth (in.)","8.25"
224416,"Product Height (in.)","17.25"
224416,"Product Width (in.)","1.5"
224416,"Trap Type","Toe tap"
224417,"Bulb Type","Incandescent"
224417,"Bulb Type Included","Incandescent"
224417,"Bullet01","40-Watt bulb included"
224417,"Bullet02","Fits most fans"
224417,"Bullet03","Maiden bronze"
224417,"Bullet04","Ceiling fan light kit"
224417,"Bullet05","Trust The Home Depot's licensed electricians to help with your ceiling fan installation"
224417,"Certifications and Listings","ETL Listed"
224417,"Color Family","Bronze"
224417,"Color/Finish","Maiden Bronze"
224417,"Fitter/Neck Size (In)","4 in"
224417,"Light Type","Shades"
224417,"MFG Brand Name","Casablanca"
224417,"Product Depth (in.)","13.6"
224417,"Product Height (in.)","8.6"
224417,"Product Weight (lb.)","4.6 lb"
224417,"Product Width (in.)","13.9"
224419,"Bullet01","Make your own Paracord survival bracelet to ensure your Paracord is always there when you need it most"
224419,"Bullet02","Paracord is a must have for anyone who enjoys the outdoors"
224419,"Bullet03","1001 uses for Paracord including shelter making, clotheslines, slings for gear or weapons and household uses"
224419,"Bullet04","Contains 1 or more of: nylon, polypropylene, polyester"
224419,"Bullet05","The Cordage Institute defines Working Load Limit (WLL) as the working load that must not be exceeded for a particular application as established by a regulatory or standards setting agency. This is different than the Breaking Strength of a rope, which is the force at which a rope will break. Working Load Limit is always a lower value than the Breaking Strength of a rope."
224419,"Color Family","Blacks"
224419,"Fastener Type","Non-Wire Rope"
224419,"Floats in water","No"
224419,"Load limit (lb.)","160"
224419,"Material","Polypropylene"
224419,"MFG Brand Name","Everbilt"
224419,"Package Quantity","1"
224419,"Product Depth (in.)","1.4960638"
224419,"Product Height (in.)","5.7480346"
224419,"Product Length (ft.)","50"
224419,"Product Length (in.)","600"
224419,"Product Weight (lb.)","0.2866006"
224419,"Product Width (in.)","2.362206"
224419,"Rope configuration","Braided"
224419,"Rope Diameter (in.)","1/8"
224419,"Vinyl coated","0"
224419,"Weather Resistant","Yes"
224420,"Assembled Depth (in.)","0.15 in"
224420,"Assembled Height (in.)","4.25 in"
224420,"Assembled Width (in.)","2 in"
224420,"Bullet01","1-piece per bag"
224420,"Bullet02","Steel construction"
224420,"Bullet03","Plain finish"
224420,"Bullet04","For general use"
224420,"Color Family","Metallics"
224420,"Fastener length (in.)","1.5"
224420,"Fastener Type","Specialty Fastener"
224420,"MFG Brand Name","Crown Bolt"
224420,"Package Quantity","1"
224420,"Product Weight (lb.)",".1"
224421,"Adjustable jet direction","Yes"
224421,"Adjustable jet flow","Yes"
224421,"Bullet01","To speak to a bathtub specialist simply call 1 (877) 360-4454"
224421,"Bullet02","26 air bubble massage injectors powered by a 1 HP air blower"
224421,"Bullet03","12 fully adjustable and directional water jets powered by a 1 HP water pump"
224421,"Bullet04","Aromatherapy system releases a soothing aroma fragrance of your choice through the air massage injectors (Scent canisters sold separately)"
224421,"Bullet05","Chroma therapy multicolor LED light therapy system uses color light therapy to promote good health and wellness"
224421,"Bullet06","Friction heater maintains water temperature for extended warm and comfortable bathing with no extra power needed to operate"
224421,"Bullet07","Pneumatic button control"
224421,"Bullet08","Auto Drain system efficiently drains bathwater in under 60 seconds"
224421,"Bullet09","White Finish with Polished Chrome trim"
224421,"Bullet10","Right side drain location"
224421,"Bullet11","Removable front access panels for maintenance"
224421,"Bullet12","Built in tile flange"
224421,"Bullet13","Fast fill Polished Chrome finish 4 piece roman faucet set with extendable handheld shower head"
224421,"Bullet14","Cable operated waste and overflow included"
224421,"Bullet15","Air jetted for a smooth massaging experience mingled with the vibrant hydro massage"
224421,"Bullet16","High grade marine fiberglass with triple gel coating"
224421,"Bullet17","Solid stainless steel frame with 8 laser precision support points"
224421,"Certifications and Listings","ADA Compliant"
224421,"Color Family","White"
224421,"Color/Finish","White"
224421,"Control Type","Manual"
224421,"Door Swing","Right Hand"
224421,"Drain Location","Right"
224421,"Exterior bath shape","Rectangle"
224421,"Faucet mount","Tub Mounted"
224421,"Heater included","Yes"
224421,"Included","Drain,Heater,Lighting"
224421,"Jet type","Air and water"
224421,"Lighting Included","Yes"
224421,"Material","Fiberglass"
224421,"Maximum Number of Occupants","1"
224421,"MFG Brand Name","Universal Tubs"
224421,"Number of jet settings","3"
224421,"Number of Jets","38"
224421,"Product Weight (lb.)","254"
224421,"Shape","Rectangle"
224421,"Style","Modern"
224421,"Tub Depth (in.)","34"
224421,"Tub Features","Adjustable Jet Direction,Adjustable Jet Flow,Chromotherapy,Slip-Resistant Tub"
224421,"Tub Height (in.)","42"
224421,"Tub Installation Type","Tile-In"
224421,"Tub Length (in.)","53"
224421,"Tub Width (in.)","29"
224421,"Voltage (volts)","110"
224421,"Water capacity (gallons)","60"
224421,"Wattage (watts)","2200"
224422,"Assembled Depth (in.)","0.44 in"
224422,"Assembled Height (in.)","1.5 in"
224422,"Assembled Width (in.)","0.44 in"
224422,"Bullet01","2 piece per pack"
224422,"Bullet02","Brass construction"
224422,"Bullet03","Brass finish"
224422,"Bullet04","#12 x 1-1/2 in."
224422,"Bullet05","Flat head Phillips drive"
224422,"Bullet20","Note: Product may vary by store"
224422,"Coated","N"
224422,"Drive Style","Phillips"
224422,"Driver bit included","No"
224422,"Fastener Callout Size","#12 x 1-1/2"""
224422,"Fastener Plating","Brass"
224422,"Fastener Thread Type","Standard"
224422,"Fastener Type","Wood Screw"
224422,"Fastener/Connector Material","Solid Brass"
224422,"Finish","Brass"
224422,"Finish Family","Brass and Gold"
224422,"Head Style","Flat"
224422,"Indoor/Outdoor","Indoor/Outdoor"
224422,"Measurement Standard","USS"
224422,"MFG Brand Name","Everbilt"
224422,"Package Quantity","2"
224422,"Primary Use","Wood Applications"
224422,"Product Weight (lb.)","0.0287"
224422,"Screw Length","1-1/2 in"
224422,"Self drilling","No"
224422,"Self tapping","No"
224422,"Size","#12"
224422,"Tamper Resistant","No"
224423,"Bullet01","Adjusts to fit shower openings with a minimum width dimension of 23.125 in. and a maximum width dimension of 24.125 in."
224423,"Bullet02","4-piece modular design simplifies the installation process"
224423,"Bullet03","Continuous hinge swing door allows for smooth function and durability"
224423,"Bullet04","Reversible door allows hinging left or right"
224423,"Bullet05","Full length magnet ensures a secure watertight closure"
224423,"Bullet06","Full-length handle"
224423,"Bullet07","1 man installation"
224423,"Bullet08","Anodized platinum finish ensures a superior quality and that the shower door will not rust over time"
224423,"Bullet09","Aquatex pattern tempered glass panels"
224423,"Certifications and Listings","ANSI Certified,ASTM Compliant"
224423,"Door Glass Thickness (in.)","1/8"""
224423,"Door Height (in.)","64"
224423,"Door Type","Fixed"
224423,"Door Width (in.)","24"
224423,"Double Hinged","No"
224423,"Fits Opening Height (in.)","64"
224423,"Fits Opening Width (in.)","23.125 in. - 24.125 in."
224423,"Frame Type","Framed"
224423,"Frame/Hardware Finish Family","Silver"
224423,"Glass Style","Obscure"
224423,"Handle Finish","Silver"
224423,"Handle Style","Grip"
224423,"Hardware Included","Yes"
224423,"MFG Brand Name","Coastal Shower Doors"
224423,"Product Weight (lb.)","65"
224423,"Tub/Shower","Shower"
224424,"Assembly Required","No"
224424,"Bullet01","Solid wood construction, only the side and backboard is plywood"
224424,"Bullet02","DTC soft closing door and drawers"
224424,"Bullet03","Brushed nickel hardware"
224424,"Bullet04","2 functional drawers"
224424,"Bullet05","1 door"
224424,"Bullet06","3 shelves"
224424,"Bullet07","Wall mounting is optional; hardware included for easy assembly"
224424,"Color Family","White"
224424,"Color/Finish","White"
224424,"MFG Brand Name","stufurhome"
224424,"Mount type","Freestanding"
224424,"Number of Doors","1"
224424,"Number of Drawers","2"
224424,"Number of Shelves","0"
224424,"Vanity Features","Soft Close Door Hinges,Soft Close Drawer Hinges"
224424,"Vanity Included Components","Hardware"
224424,"Width (in.)","24"
224425,"Assembled Depth (in.)","49 in"
224425,"Assembled Height (in.)","2 in"
224425,"Assembled Width (in.)","20.5 in"
224425,"Bullet01","Resists fading, stains and mildew"
224425,"Bullet02","Filled with mildew-resistant polyester fibers"
224425,"Bullet03","Available in a variety of designs and colors"
224425,"Bullet04","2 in. H x 20.5 in. W x 49 in. D"
224425,"Bullet05","Break is 18 in. from bottom"
224425,"Care Instructions","mild soap & water"
224425,"Cushion and Pillow Features","No additional features"
224425,"Cushion Back Height (in.)","2"
224425,"Cushion Back Width (in.)","20.5"
224425,"Cushion Color or Pattern","alessandro spiceberry"
224425,"Cushion Seat Depth (in.)","49"
224425,"Cushion Seat Width (in.)","20.5"
224425,"Cushion Style","Bullnose"
224425,"Cushion Thickness (in.)","2"
224425,"Fabric Type","Polyester"
224425,"Fill Material","Polyester"
224425,"MFG Brand Name","Home Decorators Collection"
224425,"One Piece/Two Pieces","One Piece"
224425,"Outdoor Living Product Type","Patio Furniture Cushion/Throw Pillow"
224425,"Pattern Style","Other"
224428,"Arbor included","No"
224428,"Bit Diameter","4 in"
224428,"Bit Length (in.)","1.6"
224428,"Bit Material","Bi-Metal"
224428,"Bullet01","Progressor tooth design for faster cutting and longer life"
224428,"Bullet02","Reinforced shoulder for increased strength"
224428,"Bullet03","8% Cobalt alloy has higher heat resistance"
224428,"Bullet04","10-degree cutting angle for high performance"
224428,"Color Family","Blue"
224428,"Drill & Router Bit Type","Hole Saws"
224428,"Drill Bit Type","Hole Saw"
224428,"Drill Bit Type(s) Included","Hole Saw"
224428,"Drilling Depth (in)","1.6"
224428,"Hole Saw Diameter","4 in"
224428,"Hole Saw Diameter (in)","4"""
224428,"Individual/Set","Individual"
224428,"Material Cut","Multi-Purpose"
224428,"MFG Brand Name","Bosch"
224428,"Min Chuck Size Required","3/8 In."
224428,"Number of Pieces","1"
224428,"Pilot Bit Included","No"
224428,"Power Tool Product Type","Drill & Router Bits"
224428,"Shank Diameter","3/8 in"
224428,"Shank Style","Hex"
224428,"Tools Product Type","Power Tool"
